,username,id,date,retweet,likes,text,Symbol,Subjectivity,Polarity,Score
104,IBD_ECarson,1342818666132373505,2020-12-26 13:04:53,0,1,"b""  IMO, I've found it's best to swallow my pride and get out in situations like this. Good for my mental health! Could $BABA rebound? Sure. Even so, many other stocks might still do better in that case. And it could keep falling. Being in Beijing's doghouse is a tough spot.""",['BABA'],0.5246527777777777,0.3201388888888889,Positive
105,IBD_ECarson,1341914846493691906,2020-12-24 01:13:25,0,2,"b""China launches Alibaba monopoly probe overnight. $BABA and $JD fall in late trade. Alibaba has been the focus of regulators' stepped-up actions and warnings in the past several weeks. Added it to my overnight market article.  $AAPL $AMD $TSM $AMAT $QRVO""","['BABA', 'JD', 'AAPL', 'AMD', 'TSM', 'AMAT', 'QRVO']",0.2833333333333333,-0.18333333333333335,Negative
106,IBD_ECarson,1341888482797449216,2020-12-23 23:28:40,2,27,"b""Five IBD 50 stocks near buy points as market rally takes Trump's stimulus veto threat in stride. Futures rise slightly.  $AMD $QRVO $TSM $LRCX $MPWR $AAPL $AMAT ""","['AMD', 'QRVO', 'TSM', 'LRCX', 'MPWR', 'AAPL', 'AMAT']",0.2833333333333333,-0.033333333333333326,Negative
108,IBD_ECarson,1341580173812985856,2020-12-23 03:03:33,0,1,"b' I don\'t think so. We\'ve been using 40%-50% above the 10-day as ""too much"" - though as we saw with $FUBO today, sometimes stocks can keep going for a bit. This 40%-50% doesn\'t apply in the first week or two of a powerful breakout, but perhaps several wks in.'",['FUBO'],0.32666666666666666,0.15,Positive
109,IBD_ECarson,1341502852577947648,2020-12-22 21:56:18,0,1,"b"" He had interesting things to say about the Fubo business, but I didn't focus on that. Strictly from a technical perspective, $FUBO is very extended - it already was  before Tue.'s gain. Investors might want to take some partial profits. Not a safe place to be buying.""",['FUBO'],0.33999999999999997,0.06999999999999999,Positive
110,IBD_ECarson,1341499881664303104,2020-12-22 21:44:30,5,47,"b""$FUBO shot up 25% on Tuesday, its 5th straight double-digit gain. Shares are now 74% above their 10-day line - signaling a high risk of a significant pullback. If you're buying up here, it's not FUBO, it's FUBAR. """,['FUBO'],0.47875,0.18375,Positive
111,IBD_ECarson,1341478321461202944,2020-12-22 20:18:49,0,1,"b"" Thanks. I'm grateful that you brought up $PDD in the comments. I needed to clarify my statement that PDD wasn't doing great in the past week or two. I didn't know PDD would undercut the 21-day!""",['PDD'],0.39999999999999997,0.22916666666666666,Positive
112,IBD_ECarson,1341475220666765312,2020-12-22 20:06:30,1,7,"b'100% this. $TSLA\n""Tesla\xe2\x80\x99s FSD is dangerous, period, because it\xe2\x80\x99s a Level 2 system that requires human vigilance and at the same time does everything it can to convince the human that they do not need to be vigilant. It\xe2\x80\x99s inherently, conceptually flawed..."" '",['TSLA'],0.34500000000000003,-0.22000000000000003,Negative
114,IBD_ECarson,1341462708600799233,2020-12-22 19:16:47,0,2,"b""At end of 2019, it wasn't a sure thing that Nio would even survive another year. But investors will pay close attention to Nio Day 2021. $NIO """,['NIO'],0.8888888888888888,0.5,Positive
115,IBD_ECarson,1341163240340873216,2020-12-21 23:26:48,0,2,"b"" Heh. Monday doesn't mean much for Tesla. I was surprised to see it down so much, but isn't a big mark on the $TSLA chart.""",['TSLA'],0.39606481481481487,0.005324074074074074,Positive
116,IBD_ECarson,1341157803805691905,2020-12-21 23:05:12,2,21,"b""Apple, Peloton keep rising late, stimulus deal vote on tap following bullish market rebound from key level. Tesla is S&amp;P 500's biggest loser in its debut.\n $AAPL $PTON $TSLA $AMD $UBER $SNOW $LRCX $NIO ""","['AAPL', 'PTON', 'TSLA', 'AMD', 'UBER', 'SNOW', 'LRCX', 'NIO']",0.5666666666666667,-0.09999999999999999,Negative
117,IBD_ECarson,1340978385112035328,2020-12-21 11:12:15,3,42,"b'Futures dive on new, more-infectious Covid strain and related travel bans. Travel stocks plunge. Tesla falls as it enters the S&amp;P 500. Nike, JPMorgan up but off highs.\n $JPM $MRNA $BA $TSLA $NKE $C '","['JPM', 'MRNA', 'BA', 'TSLA', 'NKE', 'C']",0.42727272727272725,0.06818181818181818,Positive
120,IBD_ECarson,1340385466764431364,2020-12-19 19:56:13,0,3,"b""  It makes no real difference to Tesla investors. $TSLA seemed to trade late Friday around 375-ish, which is where roughly traded for most of Friday's session before the dive/spike at the close. But it is one more F-U to S&amp;P 500 index fund investors.""",['TSLA'],0.45999999999999996,0.1,Positive
121,IBD_ECarson,1340346725647597568,2020-12-19 17:22:16,0,11,"b'Also, please watch the embedded video.  and I analyze the weekly stock market action and discuss what investors should be doing this weekend. We also looked at Cadence Design Systems and Chegg. $CDNS $CHGG'","['CDNS', 'CHGG']",0.1,0.1,Positive
122,IBD_ECarson,1340346230640021504,2020-12-19 17:20:18,2,26,"b""Here's my weekend stock market column: \n\nTech Giants Aren't Leading The Market Rally; Why That's Good News\n\nStimulus talks continue, but 3 Dow stocks are set to jump, while Tesla officially joins the S&amp;P 500\n\n$AAPL $INTC $AMZN $JPM $NKE $GS $MRNA $TSLA $BAC ""","['AAPL', 'INTC', 'AMZN', 'JPM', 'NKE', 'GS', 'MRNA', 'TSLA', 'BAC']",0.6000000000000001,0.7,Positive
123,IBD_ECarson,1340334647192899585,2020-12-19 16:34:16,5,0,"b'Idexx Labs, Intuitive Surgical Lead 5 Stocks Clearing At Least Early Buy Points $IDXX $ISRG $EXAS $CRL $TXG \n\xe2\x80\xa6'","['IDXX', 'ISRG', 'EXAS', 'CRL', 'TXG']",0.35,-0.09999999999999999,Negative
124,IBD_ECarson,1340278413219700736,2020-12-19 12:50:49,0,1,"b' $TSLA closed at 695 according to Tradestation, CNBC and Yahoo Finance. (The 685 was a typo in my SMT.) Everyone agrees Friday evening Tesla was trading around 677 - up for the full day. I assume the 695 Friday close will stick - just the cherry on top for passive investors.'",['TSLA'],0.3833333333333333,0.25,Positive
125,IBD_ECarson,1340093332848955392,2020-12-19 00:35:22,1,26,"b'Futures rise in an unusually busy Friday night, including Nike earnings, the Fed giving the green light to bank stock buybacks and Tesla still active. \n $NKE $JPM $TSLA $MRNA $GS $BAC $C '","['NKE', 'JPM', 'TSLA', 'MRNA', 'GS', 'BAC', 'C']",0.475,0.04166666666666668,Positive
126,IBD_ECarson,1339925501150863362,2020-12-18 13:28:28,0,5,"b'This week\'s New America is on Innovative Industrial Properties, better known as ""that profitable pot REIT."" Here\'s   on what makes $IIPR stand out. '",['IIPR'],0.6515151515151515,0.37878787878787873,Positive
127,IBD_ECarson,1339715429934100481,2020-12-17 23:33:43,3,35,"b'Stock market rally keeps rising but may be getting a little extended. Moderna coronavirus vaccine wins key vote late, but all eyes will be on Tesla Friday.  $TSLA $FDX $UPS $MRNA $PFE $LULU $DKNG '","['TSLA', 'FDX', 'UPS', 'MRNA', 'PFE', 'LULU', 'DKNG']",0.575,-0.046875,Negative
128,IBD_ECarson,1339357092902182912,2020-12-16 23:49:49,3,40,"b'Megcaps Microsoft, Amazon clear early buy points, joining Apple, along with three breakouts.\n\nFutures edge higher late, while $ROKU rallies on HBO Max deal. \n$MSFT $AMZN $AAPL $SHOP $CMG $SNPS $MRNA '","['ROKU', 'MSFT', 'AMZN', 'AAPL', 'SHOP', 'CMG', 'SNPS', 'MRNA']",0.4458333333333333,0.037500000000000006,Positive
129,IBD_ECarson,1339200125005008898,2020-12-16 13:26:05,2246,0,b'\xf0\x9f\x9a\xa8BREAKING \xe2\x80\xa6 Hill negotiators are on the brink of a $900bn coronavirus rescue package that would include a new round of dir\xe2\x80\xa6',['900bn'],0.42727272727272725,-0.03181818181818183,Negative
131,IBD_ECarson,1338956555811602432,2020-12-15 21:18:14,0,0,"b"" In this case, I'm not bashing $TSLA. Competition is a very good thing, improving choices, quality and price. I don't blame Tesla for selling the Model Y at $50K+ while it can. But I suspect the U.S. MY price will be $40K by this time next year, if not earlier.""","['TSLA', '50K', '40K']",0.42666666666666675,0.3033333333333333,Positive
132,IBD_ECarson,1338950853433065474,2020-12-15 20:55:34,0,2,"b"" VW is the global threat for now. The No. 1 threat may come from the overall surge of EV production. Big risk if demand doesn't rise as fast. Could be big price cuts for everyone, incl. Tesla. Toyota is banking on solid-state batteries. IF that works, $TM would leapfrog everyone.""",['TM'],0.15999999999999998,0.04,Positive
135,IBD_ECarson,1338628234905149442,2020-12-14 23:33:36,3,31,b'Five stocks flash new buy signals as markets mull coronavirus news; futures rise  $AMD $PYPL $PTON $PENN $IIPR ',"['AMD', 'PYPL', 'PTON', 'PENN', 'IIPR']",0.45454545454545453,0.13636363636363635,Positive
136,IBD_ECarson,1338264477502861314,2020-12-13 23:28:09,3,31,"b'Dow futures rise as coronavirus vaccine shipments begin. Check out $AMD, Shopify and other top stocks near buy points, with Tesla making its typical end-of-quarter ""leaked"" email rush. \n $PFE $MRNA $BNTX $TSLA $SHOP $ISRG $TXG '","['AMD', 'PFE', 'MRNA', 'BNTX', 'TSLA', 'SHOP', 'ISRG', 'TXG']",0.44375,0.07708333333333334,Positive
137,IBD_ECarson,1338256311402651648,2020-12-13 22:55:42,0,13,"b'Interesting to see how $SWI opens Monday. IMHO, SolarWinds already committed the capital (markets) crime of calling itself ""SolarWinds"" without having anything to do with solar or wind power. '",['SWI'],0.5,0.5,Positive
138,IBD_ECarson,1338236783088324610,2020-12-13 21:38:06,0,4,b'      Moderna developed its vaccine in two days. The clinical trials and looming approval have taken 10 months. $MRNA',['MRNA'],0.3,0.1,Positive
139,IBD_ECarson,1338206792069701633,2020-12-13 19:38:56,0,12,"b""  Already did. Tesla's No. 1 product, $TSLA, is amazing.""",['TSLA'],0.9,0.6000000000000001,Positive
140,IBD_ECarson,1338150023280803842,2020-12-13 15:53:21,1,15,"b' That early Nov. sell-off looks awful on a daily chart. But on a weekly chart, SEDG rebounded off lows, closing 55% in its range and almost retaking its 10-week line. So it was sort of a support week. I think  noted that on IBD Live. Note: I do own a few $SEDG shares. '",['SEDG'],0.48333333333333334,-0.060606060606060615,Negative
141,IBD_ECarson,1338146377461743623,2020-12-13 15:38:52,0,7,"b""$TSLA bulls/bears: Do we know yet what drove Tesla's big Nov. China sales spike? The recent price cut helped. Production also is far higher - though pre-Nov. sales lagged output. Was it the new Shanghai license plate rules - esp. with Nio/Li/Xpeng/BYD still capacity constrained?""",['TSLA'],0.46090909090909093,0.09727272727272726,Positive
142,IBD_ECarson,1337891862024052736,2020-12-12 22:47:31,0,3,"b'Model S/X demand has been falling for some time. Tesla\'s growth is driven by Model Y in the U.S. and made-in-China Model 3 - both in their first years. Still, this comes after Elon Musk\'s ""leaked"" email touting a ""high-class"" problem of too much demand. $TSLA '",['TSLA'],0.26666666666666666,0.225,Positive
144,IBD_ECarson,1337829761708662786,2020-12-12 18:40:45,0,1,"b""   I meant to say that it's plausible that $TSLA has put in a SHORT-TERM top. Yes, it's possible Tesla has topped long-term, but the S&amp;P 500 inclusion/new year tax sales by themselves likely would be temporary negatives.""",['TSLA'],0.75,0.25,Positive
145,IBD_ECarson,1337827985110396928,2020-12-12 18:33:41,0,1,"b""   It's certainly plausible that $TSLA has topped (or will very soon.) S&amp;P 500 inclusion on Dec. 21 offers a reason to sell. Tesla holders might sell some shares after Jan. 1 for tax reasons (like other big winners). But I'm not going to try to call the top!""",['TSLA'],0.29583333333333334,0.21666666666666665,Positive
146,IBD_ECarson,1337825227338784768,2020-12-12 18:22:44,0,2,"b"" And $AMD (and $QCOM) may end up doing great. We should strive to be in the leaders, but it's always nice when a bunch of stocks in the group are also doing well.""","['AMD', 'QCOM']",0.875,0.7,Positive
147,IBD_ECarson,1337822891249844224,2020-12-12 18:13:27,0,5,"b"" I like $AMD. My concern is that it's the nicest house in a crummy neighborhood. $NVDA looks weak. Apple chipmakers $QCOM, $QRVO $SWKS, which had been looking good, sold off hard. $TSM looks strong and so do chip-equipment makers.""","['AMD', 'NVDA', 'QCOM', 'QRVO', 'SWKS', 'TSM']",0.625,0.11666666666666664,Positive
148,IBD_ECarson,1337818434600460288,2020-12-12 17:55:44,0,4,"b""This an interesting info for $TSLA followers.  is a Tesla bear who uses data from Tesla bull  to get a sense of total U.S. Tesla demand. (The data does NOT reflect Tesla's total U.S. orders.) """,['TSLA'],0.6666666666666666,0.16666666666666666,Positive
150,IBD_ECarson,1337812274468200448,2020-12-12 17:31:16,0,6,b' Seems inevitable that Tesla will have to cut Model Y prices by $10K from today when the much-cheaper VW ID.4 and Ford Mustang Mach-E are available in volume.',['10K'],0.7,0.2,Positive
152,IBD_ECarson,1337796253338333184,2020-12-12 16:27:36,0,1,"b""Also check out the embedded video as  and I review last week's market action and discuss how to prepare for the week ahead. We also analyzed two stocks offering buying opportunities from tight patterns: $TPX and $IIPR""","['TPX', 'IIPR']",0.15079365079365079,-0.02619047619047619,Negative
153,IBD_ECarson,1337796251962626049,2020-12-12 16:27:36,5,31,"b'Here\'s my weekend market column. \n\nThe coronavirus vaccine era begins for the market rally; Five stocks near buys, Tesla\'s ""high-class"" problem and a big drug M&amp;A deal.  $PFE $BNTX $MRNA $TSLA $AZN $ALXN $AMD $PYPL $SHOP $ISRG $TXG '","['PFE', 'BNTX', 'MRNA', 'TSLA', 'AZN', 'ALXN', 'AMD', 'PYPL', 'SHOP', 'ISRG', 'TXG']",0.25,0.05,Positive
157,IBD_ECarson,1337011715632812037,2020-12-10 12:30:08,0,0,"b"" I'm not touching $QS. Way too speculative for me - like buying a moonshot biotech entering a stage 1 trial. Even if solid-state batteries are the answer, we don't know if $QS will be a leader in the field.""","['QS', 'QS']",0.5,-0.25,Negative
158,IBD_ECarson,1337008020547534849,2020-12-10 12:15:27,0,7,"b'QuantumScape is a development-stage solid-state battery pure play, partnered with VW. $QS has been skyrocketing.'",['QS'],0.5,0.21428571428571427,Positive
159,IBD_ECarson,1337000624844509184,2020-12-10 11:46:03,0,8,"b""We'll see if/when this works out, but if you're looking for a game-changing jump in range/charging/safety, solid-state batteries are promising. Toyota has largely sat out as legacy automakers enter the EV space. $TM anticipates rolling out solid-state EVs in a few years. """,['TM'],0.3428571428571429,0.07142857142857141,Positive
160,IBD_ECarson,1336822537766928384,2020-12-09 23:58:24,2,22,"b""Why today's growth stock sell-off is healthy. Thhis IPO breaks out late and get ready for big news Thursday: Adobe earnings, Airbnb IPO and possible FDA coronavirus vaccine OK.\n $TSLA $AAPL $DASH $ABNB $ASAN $ADBE $PFE $BNTX $SNOW $AMD ""","['TSLA', 'AAPL', 'DASH', 'ABNB', 'ASAN', 'ADBE', 'PFE', 'BNTX', 'SNOW', 'AMD']",0.54,0.08,Positive
161,IBD_ECarson,1336713579240673282,2020-12-09 16:45:26,0,2,"b"" $EXPI is a near a breakout. $LMND is getting a lot of attention. Both are online insurers. Payments IPO $FOUR has done well. More established: $PYPL is in a buy zone $SQ is hitting new highs. These are all interesting. Don't own any of them.""","['EXPI', 'LMND', 'FOUR', 'PYPL', 'SQ']",0.5709090909090909,0.3672727272727273,Positive
162,IBD_ECarson,1336406274800414720,2020-12-08 20:24:19,0,3,b'  Relatively $AAPL is doing much better than most big techs over the past week+ (notably $AMZN &amp; $MSFT). $AMD is relatively outperforming data center peers $NVDA and $MPWR.',"['AAPL', 'AMZN', 'MSFT', 'AMD', 'NVDA', 'MPWR']",0.24375000000000002,0.14375,Positive
163,IBD_ECarson,1336314899543195652,2020-12-08 14:21:14,0,4,"b"" Unloading Tesla stock isn't exactly a hard task right now. $TSLA """,['TSLA'],0.5386904761904762,-0.0029761904761904934,Negative
164,IBD_ECarson,1336094381212778496,2020-12-07 23:44:58,0,8,"b'Futures fall slightly, but Stitch Fix skyrockets on surprise earnings, Coupa flirts with breakout; big news for Tesla, EV stocks on tap  $SFIX $COUP $TSLA $NIO $LI $XPEV $AAPL '","['SFIX', 'COUP', 'TSLA', 'NIO', 'LI', 'XPEV', 'AAPL']",0.13333333333333333,-0.08333333333333333,Negative
165,IBD_ECarson,1335756669553233920,2020-12-07 01:23:01,1,17,b'Tech futures rise slightly with vaccinations set to start this week; reasons to be bullish or bearish about the market rally  $AAPL $GOOGL $PYPL $ETSY $FDX $AMD $CRWD $QCOM ',"['AAPL', 'GOOGL', 'PYPL', 'ETSY', 'FDX', 'AMD', 'CRWD', 'QCOM']",0.16666666666666666,-0.16666666666666666,Negative
166,IBD_ECarson,1335611047005175808,2020-12-06 15:44:22,1,7,"b' Apple/5G chipmakers are doing very well - Qualcomm, Qorvo and Taiwan Semiconductor. I know $TSM is a foundry, but it makes chips for $QCOM, $AAPL (as well as $AMD &amp; $NVDA).'","['TSM', 'QCOM', 'AAPL', 'AMD', 'NVDA']",0.3,0.2,Positive
167,IBD_ECarson,1335285908984107012,2020-12-05 18:12:23,0,1,b' So glad I sold $SE on Thursday. \xf0\x9f\x99\x84',['SE'],1.0,0.5,Positive
168,IBD_ECarson,1335271104479256578,2020-12-05 17:13:34,1,2,"b' Well, they went on huge runs during the spring/summer as people bet on the e-commerce boom. Investors might be looking ahead to the post-coronavirus world with slower e-commerce gains. Maybe $SHOP and $AMZN are just taking a break.'","['SHOP', 'AMZN']",0.9,0.4000000000000001,Positive
